PM2.5,PM10,NO2,SO2,CO,O3,NH3,Temperature,Humidity,WindSpeed,AQI
53.9,75.36,16.85,22.72,0.37,18.37,9.6,24.34,18.54,1.43,176
64.93,124.4,25.4,17.33,0.88,45.27,6.42,25.18,59.61,1.76,225
123.99,177.14,34.54,3.31,0.42,24.14,40.13,33.24,64.84,5.24,343
91.01,173.0,13.04,25.36,1.95,56.38,14.14,24.78,76.92,0.8,306
64.04,120.6,7.46,12.62,1.68,46.6,29.99,14.25,52.57,0.43,226
56.09,113.82,15.45,8.2,2.58,30.66,8.08,29.38,37.0,4.53,264
57.95,82.61,35.9,30.14,1.54,40.75,22.75,37.44,32.35,7.65,233
98.75,198.01,13.33,8.46,1.36,9.62,26.58,23.63,66.12,3.86,350
52.83,116.18,8.97,19.99,0.39,18.22,2.34,6.43,45.65,2.46,201
93.8,193.79,40.28,36.55,0.54,75.99,34.93,16.42,5.02,2.38,349
33.01,65.24,10.67,19.94,1.43,2.36,11.07,20.35,47.12,1.08,136
37.55,71.19,93.21,13.05,0.66,73.32,28.69,21.1,77.05,3.29,231
63.53,106.7,49.78,15.13,1.62,26.6,22.78,35.46,81.0,1.49,249
55.77,109.17,67.49,1.0,0.26,7.34,13.69,33.79,37.65,2.53,226
39.29,76.69,27.19,16.51,1.04,38.07,11.2,39.5,40.76,3.52,232
26.09,48.75,12.86,11.49,0.91,36.62,8.36,36.63,49.34,1.72,128
34.98,70.54,52.32,15.27,0.49,3.9,5.31,29.35,43.68,1.67,154
168.36,286.87,8.22,3.02,0.98,86.25,8.71,26.46,79.78,3.95,475
39.19,55.22,3.62,34.49,0.37,59.28,22.07,17.9,55.09,0.57,147
66.99,120.8,32.69,3.24,0.89,48.93,21.98,15.23,61.56,0.7,236
39.18,60.28,6.65,5.15,0.24,36.85,25.61,24.0,36.66,1.64,119
51.92,85.45,22.48,19.59,0.55,43.71,20.2,15.33,49.05,1.31,208
114.41,150.53,21.4,7.98,2.12,59.05,40.11,37.46,23.23,0.14,338
54.86,90.22,43.63,8.69,2.09,63.01,30.71,25.14,62.22,7.41,201
50.31,102.01,7.73,7.98,0.84,36.12,14.16,27.42,58.09,1.82,163
40.98,73.29,5.61,6.96,1.14,22.45,13.24,33.17,61.76,1.73,154
53.31,69.77,20.07,21.16,2.44,13.36,9.13,28.72,83.77,2.64,184
83.41,143.7,2.0,45.63,0.8,26.99,4.58,15.32,45.93,3.88,271
13.43,20.99,30.88,12.22,0.28,55.37,2.12,23.56,71.4,2.08,65
22.91,39.63,28.77,11.06,1.26,69.25,13.11,19.56,53.6,8.6,102
84.74,141.03,29.17,5.62,0.69,146.51,4.5,31.38,75.06,1.15,288
66.21,141.61,19.74,15.71,2.35,96.9,22.49,27.34,45.19,1.47,285
42.62,56.99,79.86,10.21,0.48,9.68,20.6,25.1,36.44,2.46,180
87.98,168.49,33.42,24.8,0.58,48.78,13.2,26.88,29.81,2.2,298
48.46,100.12,40.3,3.78,1.08,33.82,3.32,25.36,67.84,6.95,191
113.3,245.09,14.41,9.57,2.13,15.47,8.35,20.7,45.19,4.49,347
41.28,60.27,20.36,20.32,1.61,25.86,7.93,23.47,22.82,3.1,184
32.37,57.56,11.17,18.61,1.09,20.91,41.83,20.38,58.92,5.42,165
265.41,355.44,26.46,12.23,1.54,101.91,10.88,29.71,44.34,0.73,500
99.03,173.23,11.35,6.85,3.07,27.47,10.21,32.34,18.75,0.63,340
35.89,50.71,41.12,6.78,0.91,29.03,17.93,18.09,16.21,0.8,156
48.72,100.09,23.38,18.99,0.33,22.02,22.74,38.35,67.24,1.31,185
41.43,58.11,2.0,24.43,1.07,50.36,32.03,35.59,57.95,1.82,161
16.46,29.0,10.38,26.05,2.36,17.29,30.84,18.46,49.09,0.6,111
50.96,90.15,63.13,9.75,0.47,40.0,26.76,26.71,58.58,0.62,235
70.9,154.18,66.17,7.57,0.38,74.12,10.78,20.31,86.03,2.1,280
148.22,280.06,36.63,15.27,1.85,14.95,28.06,21.93,87.98,3.48,483
59.56,92.85,20.29,10.26,0.38,79.06,22.83,10.28,44.89,2.13,238
45.55,69.08,57.36,7.91,1.3,77.45,23.4,9.21,80.89,3.55,210
159.82,226.21,21.55,9.34,0.87,26.37,15.37,25.77,60.12,3.67,411
138.86,275.06,55.34,18.2,1.53,6.81,9.22,30.32,43.45,1.97,478
70.61,135.69,26.31,7.87,1.89,36.28,7.79,21.58,,0.9,263
66.06,122.14,18.71,7.73,0.47,36.86,36.54,24.8,56.31,1.84,227
82.77,110.65,40.96,10.68,0.39,,29.26,27.65,65.85,1.04,255
40.89,81.23,9.16,5.06,2.0,61.78,11.59,37.09,23.18,1.16,178
64.22,120.59,11.37,17.15,1.32,57.32,13.03,31.11,59.82,2.37,230
39.7,86.05,6.11,5.43,0.65,26.08,12.76,29.41,29.43,2.51,143
,259.2,33.67,10.95,0.1,80.53,15.53,23.57,54.45,0.48,448
33.63,52.92,22.65,13.21,0.28,112.4,8.42,32.98,67.18,2.77,148
74.35,122.18,133.56,1.0,1.25,43.72,16.86,18.92,62.6,0.15,329
76.78,111.96,34.57,9.1,0.83,55.14,32.12,32.1,46.3,1.63,236
149.13,290.89,18.23,17.11,2.0,4.5,22.92,40.14,61.33,0.52,448
45.13,87.42,21.31,3.49,1.95,45.49,7.68,21.88,14.85,1.91,177
38.45,56.93,28.7,11.21,0.62,38.94,24.21,20.72,73.53,0.82,165
95.54,137.84,14.47,8.77,1.11,51.56,23.18,23.79,76.02,4.43,299
87.56,119.9,2.0,6.61,1.74,110.99,3.84,26.82,42.59,3.84,222
201.03,426.35,6.19,5.92,0.71,58.17,21.98,38.95,78.99,2.49,500
71.48,107.91,16.15,8.96,2.05,111.4,28.08,21.85,53.62,7.11,270
139.96,225.3,4.44,26.65,2.44,12.66,9.07,23.34,76.32,1.93,399
130.37,202.4,23.93,15.57,1.37,73.76,37.15,7.73,9.68,2.66,401
38.3,64.05,49.34,10.88,0.65,92.09,3.11,23.96,36.57,4.84,190
18.76,36.45,11.46,20.62,2.52,35.62,12.9,17.16,22.16,0.67,114
51.61,107.53,16.58,14.24,0.92,61.76,29.77,29.91,32.2,3.66,208
110.53,161.85,21.1,22.04,0.5,42.92,11.02,27.04,74.5,6.81,293
150.66,288.93,18.54,6.92,0.51,51.02,6.16,37.52,48.81,0.9,433
2.0,5.0,24.14,9.78,0.7,25.89,9.42,36.63,46.3,3.43,48
33.45,73.01,2.55,30.03,2.1,106.24,7.78,29.08,35.47,3.64,168
82.77,129.87,53.01,2.53,1.07,39.09,4.17,29.66,65.35,3.1,265
98.18,128.27,19.78,19.68,1.22,8.21,39.55,26.46,42.04,1.42,295
29.62,52.25,10.43,12.73,1.83,24.78,18.39,22.81,44.37,7.76,112
39.59,56.84,29.93,8.87,0.41,22.81,21.74,23.37,37.45,2.94,175
15.33,20.55,47.55,56.95,1.1,39.74,8.39,27.13,89.01,2.81,129
171.67,331.05,8.83,3.6,0.66,46.1,15.98,34.13,54.59,1.94,489
74.69,146.32,30.88,1.36,0.17,40.4,26.16,26.03,55.78,1.6,235
39.21,67.23,59.23,18.42,1.35,34.18,7.52,28.83,62.89,2.86,174
134.14,256.09,59.55,3.21,1.46,31.65,24.55,30.47,23.8,6.39,451
74.64,133.19,41.8,15.4,1.35,13.09,18.55,27.81,36.56,0.79,247
148.99,278.14,14.72,12.6,2.22,23.81,8.93,15.45,54.69,3.55,450
162.26,298.08,9.28,1.28,2.03,76.35,12.85,40.04,84.29,5.58,500
29.69,56.39,11.35,32.47,1.05,56.75,10.6,26.33,68.05,2.97,123
139.25,206.04,58.6,6.13,0.57,47.15,10.27,30.36,42.52,2.35,389
136.01,209.7,36.49,12.63,1.85,29.32,48.44,27.59,39.62,6.47,442
88.14,149.48,42.78,45.56,2.49,73.21,15.35,10.6,86.21,3.93,322
92.79,157.89,22.74,39.09,0.99,76.66,2.04,27.6,33.75,2.39,326
71.16,142.1,2.95,42.82,1.72,6.15,26.88,14.71,27.73,1.74,226
25.18,41.06,30.56,14.72,1.51,86.68,49.58,19.38,55.66,2.68,165
23.47,33.95,10.39,16.85,1.44,44.75,10.41,31.37,54.74,2.51,122
176.05,268.71,50.32,5.85,0.5,77.65,43.82,29.33,34.62,2.79,500
74.57,111.36,11.45,6.85,0.72,25.04,15.19,23.9,53.08,2.95,189
54.18,106.11,27.94,25.46,1.63,17.5,16.97,19.14,59.73,0.71,201
96.55,166.38,37.39,27.26,0.87,39.17,4.58,26.07,61.31,1.77,309
38.04,73.72,135.84,5.63,1.68,12.72,4.84,25.2,48.38,3.27,239
47.24,79.11,22.12,7.68,1.01,11.84,17.69,28.61,43.26,4.09,106
66.38,139.44,22.91,20.36,1.0,26.84,42.12,31.64,48.62,9.46,221
42.86,93.65,50.63,2.92,0.46,37.49,7.6,27.83,32.95,2.65,174
90.4,172.01,20.02,18.46,2.73,35.35,11.47,32.95,44.04,4.0,313
59.29,123.16,16.72,6.13,1.53,29.52,13.43,31.81,57.48,1.96,198
89.97,158.09,13.22,20.7,3.76,68.92,22.01,29.93,61.21,2.9,336
95.65,204.81,25.18,27.77,2.1,24.2,25.89,17.52,45.6,0.43,333
132.03,270.45,15.11,7.68,0.84,91.03,4.78,20.23,60.64,1.7,430
51.7,113.36,61.73,9.74,0.65,103.14,35.34,30.79,59.86,2.47,279
29.12,54.19,41.62,30.62,2.37,17.78,11.34,21.0,95.88,2.15,174
148.96,298.12,26.83,36.16,0.31,4.91,13.74,24.11,78.31,6.52,466
14.16,25.32,24.89,9.59,1.38,32.65,10.52,35.29,5.0,1.58,82
275.53,422.44,12.52,15.53,1.47,43.38,9.55,31.11,40.9,0.56,500
40.98,66.36,22.59,6.12,1.5,72.55,17.13,29.38,59.37,0.57,152
59.74,125.73,20.82,3.84,2.23,55.32,2.69,26.83,46.65,0.63,229
25.42,34.33,81.66,5.94,1.21,59.66,20.98,34.41,100.0,3.33,184
70.32,128.84,19.81,12.58,1.52,23.51,28.17,31.35,71.6,2.24,238
42.61,69.68,34.52,9.95,2.26,30.37,10.24,30.19,13.12,5.27,185
26.16,43.11,35.98,3.51,0.44,171.93,11.04,11.4,35.97,1.17,150
21.22,44.47,10.09,1.0,0.35,45.78,18.17,27.04,47.8,1.75,106
35.67,73.78,19.47,4.19,2.16,38.93,5.28,23.47,79.78,3.89,138
102.46,188.42,40.87,20.8,0.65,109.06,75.18,22.78,70.54,2.14,361
90.94,140.55,8.98,21.87,1.62,54.18,16.73,29.75,48.78,1.79,303
30.55,52.8,95.01,25.73,3.87,38.61,17.59,29.24,55.39,7.23,264
50.01,83.39,26.35,14.81,2.15,36.41,16.09,32.94,57.51,3.6,205
118.73,192.14,14.94,43.72,0.12,51.95,4.02,27.22,50.11,0.76,351
51.42,71.6,7.32,9.97,2.39,34.09,13.72,22.04,67.26,6.87,156
151.42,270.87,69.77,11.37,0.45,31.97,9.79,21.62,54.76,1.08,460
234.55,368.63,20.52,10.77,1.97,15.93,22.75,43.09,64.26,4.87,500
35.99,68.19,34.03,6.78,1.37,46.13,24.0,36.68,56.19,4.32,159
39.7,63.02,8.46,15.08,3.37,26.28,10.8,27.6,42.91,3.58,125
165.97,280.17,13.11,1.83,0.45,22.96,24.65,17.3,19.89,2.97,458
50.76,68.38,48.48,19.08,0.31,47.21,26.46,28.17,81.49,1.3,169
124.09,272.17,68.45,23.23,1.23,6.58,17.68,32.72,85.12,0.8,420
74.31,130.55,11.04,24.03,0.51,73.08,21.72,31.69,55.01,3.78,241
55.81,73.77,33.32,4.89,1.47,60.12,2.82,31.88,51.92,1.35,206
98.96,176.86,32.91,6.19,0.66,73.33,21.76,36.0,26.36,1.18,330
167.37,348.68,48.47,15.8,0.6,29.54,14.13,23.43,49.22,5.69,500
136.96,273.27,35.37,8.58,0.15,21.53,26.79,25.03,72.16,6.65,401
62.28,120.25,40.02,23.19,0.59,65.27,10.35,35.56,69.03,3.6,246
75.79,108.04,2.81,10.97,1.2,82.6,13.58,17.63,26.94,2.96,258
124.73,235.99,32.15,7.34,1.09,41.7,19.07,31.87,89.91,0.39,395
78.95,157.08,7.07,9.1,0.91,74.87,18.98,33.69,36.47,2.85,277
182.96,332.11,30.08,16.4,0.74,59.5,3.2,27.01,46.93,3.14,500
7.31,15.37,53.45,4.63,1.59,59.56,10.87,28.37,80.28,1.64,115
37.58,58.22,28.4,44.68,0.2,51.22,14.04,27.43,67.87,0.93,183
93.64,142.13,40.69,23.19,1.66,51.51,64.35,31.28,48.82,2.76,340
46.14,96.1,46.98,7.66,2.99,102.89,24.39,10.35,36.2,3.9,258
170.83,318.24,43.94,6.73,1.37,147.06,28.05,36.92,88.36,0.88,500
39.65,51.6,30.0,5.56,0.1,65.71,52.18,18.27,43.02,0.48,163
70.3,113.74,31.87,11.24,0.84,4.77,4.5,19.43,50.61,4.02,241
35.51,73.59,52.03,4.02,1.33,48.43,6.7,20.52,47.75,4.04,177
60.78,80.5,106.1,10.98,0.1,19.52,14.98,27.74,61.25,4.83,285
13.37,17.42,12.2,9.34,1.59,,26.98,26.35,56.98,1.07,62
20.24,31.44,16.49,3.24,3.63,57.99,23.67,22.6,71.44,4.08,141
226.55,480.87,44.45,8.31,0.1,17.43,17.43,25.93,73.37,0.65,500
66.14,139.63,84.06,6.39,1.08,49.05,16.37,27.57,40.81,2.45,267
49.38,87.25,5.82,12.59,4.7,35.15,4.04,24.2,32.66,1.07,212
25.48,45.81,7.13,3.06,0.26,38.46,12.99,22.27,74.65,2.13,91
29.4,47.0,25.65,2.74,1.38,14.01,6.44,33.98,37.85,7.31,98
210.18,319.34,46.45,8.32,1.75,12.79,23.65,15.79,53.57,2.37,500
69.13,140.59,25.8,12.0,0.7,40.46,17.49,24.53,46.82,1.96,248
134.38,187.55,28.41,9.87,1.96,50.25,4.75,30.68,44.5,2.97,391
2.08,5.0,11.18,7.53,3.45,13.26,17.47,30.84,63.04,0.97,72
41.63,77.89,24.11,13.32,1.23,50.96,14.01,31.92,55.88,0.72,193
191.05,266.19,14.72,4.22,1.38,13.65,30.95,30.32,64.42,1.44,500
44.11,77.96,31.09,3.15,1.24,33.14,9.04,25.7,63.41,2.05,159
27.86,50.7,20.58,2.56,1.33,33.19,26.06,18.71,43.68,1.19,172
88.06,173.32,12.11,14.76,0.71,24.75,18.64,27.64,97.23,2.22,310
17.51,26.47,70.95,42.37,1.62,89.48,13.31,27.49,32.4,0.41,182
13.74,21.49,40.57,5.25,1.15,48.02,28.98,29.96,52.5,3.35,113
171.0,309.95,31.49,3.45,0.77,38.59,28.7,22.64,96.88,3.23,464
35.36,77.24,13.07,20.14,0.51,68.81,40.64,25.62,57.3,2.69,175
99.84,149.34,40.35,23.14,0.91,65.94,5.29,24.13,43.62,3.39,321
215.43,471.22,10.23,6.62,0.3,9.52,24.98,20.01,74.02,3.98,500
67.46,131.07,12.57,9.5,2.66,55.2,21.35,31.17,85.56,3.76,228
97.52,199.28,24.01,12.19,2.42,77.72,19.75,28.84,37.18,1.17,365
13.57,18.74,27.29,39.52,0.8,8.64,38.48,35.64,71.15,3.77,67
32.64,51.26,16.78,3.72,0.53,32.9,13.89,42.51,67.53,3.38,69
189.26,255.87,5.67,4.93,1.21,12.45,50.39,25.09,49.22,8.15,500
49.62,81.1,19.27,8.69,0.94,32.44,15.43,31.92,74.97,2.93,134
20.79,45.39,65.44,1.0,0.2,24.5,1.0,29.16,64.46,1.56,97
94.05,131.18,3.72,15.49,1.56,72.05,15.63,25.16,53.54,2.18,263
154.0,278.15,36.02,15.39,1.98,89.61,13.28,26.77,68.09,3.91,494
44.22,57.72,21.09,4.59,1.34,36.47,18.7,23.93,20.64,3.77,114
94.22,182.92,7.38,11.75,0.6,3.97,13.81,25.24,69.49,1.88,248
121.12,178.95,59.4,15.32,1.57,10.56,14.86,25.35,51.64,3.09,356
56.55,80.11,14.13,10.4,1.02,60.36,36.31,28.59,79.62,1.18,187
50.39,80.79,74.41,2.67,2.54,31.43,4.31,20.25,65.24,3.15,267
210.29,419.3,28.49,25.22,2.38,6.4,59.58,24.3,88.91,0.35,500
22.51,31.42,31.12,6.54,1.15,32.01,6.1,17.17,30.65,1.86,111
71.99,108.48,20.16,17.41,2.44,73.62,25.56,27.53,57.2,2.02,248
60.28,78.82,50.63,18.11,0.53,83.81,25.74,26.62,43.86,1.67,232
59.94,130.16,22.02,14.33,1.22,84.89,11.66,38.18,65.82,1.59,237
116.61,213.73,52.66,5.39,2.5,29.63,30.26,31.48,35.05,3.87,407
99.0,192.83,31.62,11.77,2.14,32.71,11.86,26.96,41.64,2.84,342
80.74,152.3,19.75,6.5,1.9,21.74,15.89,19.86,68.28,1.31,264
13.84,19.78,4.52,33.26,1.24,39.38,23.2,16.3,43.65,3.75,100
30.3,55.61,62.69,1.0,2.11,36.56,29.62,14.87,53.98,1.4,182
53.6,76.02,27.52,9.83,2.2,69.25,17.95,34.02,40.47,2.26,182
69.98,116.25,15.13,13.42,1.04,49.46,23.41,28.26,66.41,8.95,207
187.73,340.18,41.31,5.94,0.93,12.52,6.46,35.86,57.42,6.43,500
68.65,123.77,31.53,25.73,2.06,56.89,48.97,37.64,81.32,1.81,298
112.77,158.69,31.59,18.16,1.12,38.58,13.66,26.97,74.58,1.42,353
62.04,82.58,124.66,23.84,0.63,79.2,8.22,32.88,12.03,4.88,304
106.52,215.01,12.8,19.14,0.95,14.71,50.64,35.31,69.89,3.56,342
65.69,128.31,42.63,5.04,1.58,18.37,13.08,23.73,81.96,1.97,239
26.03,35.75,61.87,3.95,4.57,40.04,27.11,30.82,35.56,6.23,196
97.12,137.39,20.57,2.56,0.59,58.35,57.62,41.64,84.17,10.93,301
90.31,189.95,12.28,4.76,0.52,44.29,10.39,12.5,32.63,2.68,292
18.01,35.88,20.26,7.63,1.52,34.91,13.06,18.91,97.4,3.63,91
62.04,136.28,31.13,19.07,1.35,70.62,8.48,26.94,90.94,1.51,251
61.59,94.14,55.4,5.53,1.49,39.07,41.34,26.22,34.08,2.46,248
40.23,69.97,13.63,14.57,2.93,56.4,22.73,5.59,42.84,3.18,168
24.67,37.32,20.36,9.03,1.66,110.12,7.81,24.44,79.62,7.81,147
77.05,143.35,42.29,16.85,0.48,119.67,34.97,19.97,59.94,8.63,315
175.95,247.02,47.67,22.0,0.27,48.24,1.99,35.5,67.36,2.51,493
103.5,146.41,51.1,12.93,1.38,22.4,5.11,34.35,69.02,0.23,345
15.69,21.41,6.27,3.25,0.82,58.44,16.8,29.64,65.54,0.52,85
166.98,321.3,93.48,13.81,1.76,22.25,15.18,37.05,36.05,1.62,500
151.21,263.81,17.04,29.52,0.93,29.99,30.0,35.47,40.68,3.09,434
42.34,78.59,91.6,4.58,1.51,64.37,8.01,41.23,32.28,3.57,260
16.82,35.19,102.31,27.93,0.82,59.55,6.83,31.29,37.55,3.56,197
43.75,86.02,5.06,6.12,3.18,84.29,13.62,28.33,76.05,1.22,193
46.34,79.49,41.36,10.74,0.46,11.97,10.21,32.51,84.65,0.78,181
18.2,39.78,18.85,5.08,0.54,95.1,28.88,20.01,76.32,2.02,118
76.16,130.29,25.73,9.41,0.9,34.41,38.95,31.2,51.69,2.44,270
33.76,47.3,47.84,31.68,1.45,68.61,25.14,22.6,28.85,0.64,187
21.91,48.05,9.94,2.58,4.15,49.34,35.44,31.65,8.07,2.23,141
52.66,69.55,18.0,26.86,2.49,115.75,2.88,23.77,65.62,3.58,217
172.64,309.86,40.25,7.81,0.43,66.99,11.46,11.38,79.0,2.98,500
117.79,185.9,32.85,8.75,1.99,15.71,22.58,35.6,89.41,5.39,366
87.59,153.56,47.45,2.49,0.43,24.94,31.18,21.51,69.07,1.52,329
42.54,76.7,17.38,4.72,0.42,36.67,11.92,19.07,60.62,5.95,147
18.35,27.82,9.3,17.8,1.34,62.21,3.91,32.13,61.24,4.04,73
25.12,45.25,100.3,15.38,0.56,10.33,50.71,30.24,48.03,0.8,196
113.05,223.88,12.76,27.01,1.83,50.49,5.33,35.56,73.63,0.53,375
33.5,51.59,10.83,4.12,0.48,17.39,15.06,28.24,60.03,4.36,111
71.39,117.45,13.76,15.18,0.82,40.92,11.44,27.41,78.19,2.13,223
88.31,136.13,29.06,9.41,0.64,31.42,35.42,24.48,35.78,1.79,274
14.74,30.04,30.84,19.7,1.15,29.84,8.18,26.4,64.9,2.94,116
64.27,125.49,6.54,1.0,0.66,41.85,21.44,27.49,30.4,0.92,216
83.18,173.35,11.69,10.31,0.39,50.29,22.31,21.57,88.93,9.88,257
202.29,293.93,51.66,12.48,1.5,12.51,38.51,25.12,40.05,5.51,500
70.46,96.26,19.42,11.05,1.2,54.06,17.19,26.95,46.35,0.2,254
109.37,153.93,32.03,5.28,1.52,37.77,17.39,23.05,97.1,2.71,348
43.26,62.5,12.35,16.83,0.21,29.04,34.56,31.08,87.49,2.19,150
128.22,228.21,37.48,11.8,1.17,61.75,15.48,28.59,83.04,6.72,409
20.58,44.74,11.84,2.85,2.36,55.78,13.52,19.35,42.5,2.28,75
90.4,146.58,8.55,1.73,2.63,8.09,15.54,20.89,51.6,2.41,270
72.89,157.63,3.28,12.45,1.03,34.34,68.82,30.7,48.25,0.55,244
143.75,191.81,24.75,3.61,0.42,20.78,7.51,28.02,50.66,5.67,351
88.56,189.0,38.8,11.52,0.41,26.45,5.01,25.83,100.0,2.17,277
54.63,79.93,39.52,15.07,0.7,10.38,17.0,26.04,18.14,1.21,202
127.85,271.2,28.29,1.0,1.69,34.62,18.75,37.11,65.59,4.65,389
87.62,118.35,50.99,8.0,0.34,5.7,36.19,24.67,72.36,1.04,260
27.82,59.9,7.2,6.45,1.56,15.0,19.45,37.44,84.6,4.12,119
57.41,85.01,7.69,7.12,1.48,11.22,7.03,18.29,91.21,2.54,209
24.85,39.07,10.83,4.26,0.89,33.23,9.17,28.37,73.85,0.57,97
82.8,144.23,18.22,21.15,0.92,34.4,19.66,37.06,53.64,2.21,256
89.43,146.91,24.06,23.97,1.57,74.49,14.07,22.7,26.84,0.6,331
182.68,347.24,54.29,5.41,1.49,66.27,12.08,22.31,66.12,4.34,500
56.49,122.99,19.47,5.02,0.57,38.37,26.0,20.27,39.7,4.58,204
49.73,91.79,41.36,1.01,0.94,24.11,9.9,23.22,83.08,0.77,181
16.17,31.53,36.09,4.71,0.86,14.85,15.97,32.81,94.26,0.91,117
56.45,77.86,54.11,7.78,1.1,36.84,44.77,23.04,72.64,5.51,250
51.79,96.6,34.21,4.22,0.34,8.88,40.08,38.56,79.38,0.9,215
69.4,118.57,56.59,2.43,1.2,31.07,38.98,32.79,33.41,1.7,245
50.65,106.23,3.37,26.21,0.93,46.28,4.23,33.46,37.91,3.29,189
50.73,83.67,19.91,12.39,0.55,37.61,10.95,29.85,29.55,1.12,171
69.25,132.38,4.85,20.09,0.75,33.57,11.01,20.68,67.55,0.63,204
59.73,89.92,10.79,8.09,0.89,11.98,7.44,28.71,29.61,0.78,148
49.99,76.66,10.14,5.62,0.82,33.51,52.14,35.05,31.13,6.49,153
49.59,81.25,56.44,17.0,0.69,68.54,10.0,32.89,54.29,1.07,244
218.54,343.91,20.95,15.61,0.76,126.54,9.6,22.01,51.09,0.19,500
48.5,74.13,93.21,3.76,2.32,107.06,19.2,24.89,57.73,3.04,259
54.21,72.9,19.47,15.82,0.95,89.03,12.46,16.47,71.46,1.1,140
12.93,26.55,4.45,12.29,0.47,65.2,15.66,23.96,,2.12,85
128.54,174.54,18.15,10.37,2.57,81.84,18.49,23.86,51.83,1.17,424
5.81,12.2,34.57,7.07,1.54,41.61,14.83,27.63,65.17,1.95,91
28.86,40.78,30.08,10.84,1.53,49.85,17.81,27.66,67.26,2.96,120
94.91,128.95,24.88,12.06,0.64,19.28,23.7,22.89,93.77,4.05,265
11.41,20.62,31.81,15.67,1.41,29.77,17.07,24.45,52.68,4.49,66
37.59,65.87,47.32,14.85,0.76,48.78,20.1,20.44,56.85,3.62,197
62.82,109.44,2.0,10.84,0.6,29.43,27.43,16.45,64.71,0.21,200
59.09,107.37,27.31,5.94,3.67,,16.37,17.52,75.86,3.5,234
36.67,57.15,10.03,1.07,0.39,22.27,14.51,12.8,61.12,2.79,123
109.77,208.19,38.19,15.73,0.7,41.82,18.1,39.5,45.26,2.66,335
114.37,200.39,11.4,10.25,0.62,38.33,20.99,21.8,43.21,6.46,326
96.83,155.05,11.64,10.0,1.74,34.11,8.55,33.51,50.32,6.84,311
44.32,90.58,6.99,1.92,2.68,18.66,16.05,28.28,29.61,4.95,145
71.95,140.66,25.79,22.9,1.08,156.67,42.9,18.84,50.3,6.03,325
40.23,66.55,4.41,6.56,1.19,19.55,3.36,11.69,47.86,2.42,125
265.24,547.15,6.92,15.41,0.23,56.91,22.15,23.81,34.1,1.48,500
80.82,172.01,26.21,4.9,1.03,22.84,6.12,32.28,29.97,2.81,278
44.53,79.4,20.06,2.52,0.99,3.57,40.84,25.42,44.05,2.91,184
234.55,350.29,19.88,13.51,0.91,46.48,46.39,22.81,32.22,1.71,500
48.96,103.99,3.09,10.89,2.21,4.84,20.51,31.1,48.71,3.85,192
78.64,115.64,26.29,7.58,1.44,74.54,10.27,38.06,54.67,2.58,275
110.98,149.11,28.02,2.72,1.03,39.28,6.42,24.52,61.45,5.93,309
41.62,66.38,50.4,34.29,0.94,23.15,5.9,32.26,30.63,2.09,206
39.22,76.65,35.65,3.9,0.58,25.04,9.64,27.23,82.52,6.01,166
124.63,265.58,9.67,7.81,0.69,12.49,15.54,21.86,46.81,5.22,346
110.91,207.79,9.49,34.33,3.84,50.16,22.79,30.02,50.16,2.1,368
110.67,238.69,53.21,7.39,4.41,39.0,27.68,34.36,61.54,1.93,431
89.87,124.3,47.49,26.2,0.3,21.58,33.18,24.93,83.97,0.1,309
217.12,294.12,22.35,12.23,1.41,31.94,13.75,28.73,67.56,1.11,500
67.46,124.37,39.18,23.47,1.01,14.45,7.03,9.29,33.25,2.92,280
33.29,72.23,43.91,24.07,0.29,13.78,21.46,25.74,39.65,0.83,178
23.09,40.47,5.58,3.46,2.88,39.09,19.41,24.74,41.42,2.7,109
47.92,64.52,8.09,49.8,1.95,44.7,28.04,21.57,54.68,4.37,163
2.0,5.0,17.15,26.1,2.04,75.48,20.44,33.46,76.71,1.85,91
156.45,237.86,53.83,8.68,0.7,34.13,16.01,14.55,86.06,2.12,462
86.19,138.26,75.03,22.23,1.02,38.5,12.52,20.13,58.69,3.61,329
33.04,44.25,27.79,7.82,0.1,49.02,18.2,30.15,22.92,3.07,137
130.71,276.38,9.04,22.54,1.34,34.92,36.38,35.85,52.45,1.38,408
23.05,40.66,10.48,7.95,2.76,7.61,19.46,29.48,69.02,0.67,135
28.51,54.27,18.12,20.34,0.38,18.86,26.96,25.17,64.29,2.18,103
69.13,94.05,17.83,11.56,0.37,29.37,30.75,26.79,78.51,0.57,229
170.48,229.93,10.11,22.02,3.28,39.47,15.21,25.75,65.47,4.53,460
85.53,156.33,19.7,9.03,0.65,3.55,37.1,25.66,54.74,3.92,265
2.55,5.36,3.51,19.85,0.19,46.96,9.86,36.94,45.29,4.34,54
29.17,51.8,20.72,11.28,0.17,6.02,22.48,29.96,42.2,3.97,118
33.68,70.4,12.38,13.89,0.76,134.71,40.05,25.45,52.58,3.8,160
75.55,153.37,11.89,4.42,0.21,24.41,60.77,30.48,48.46,7.2,225
18.43,25.21,33.49,8.53,1.77,61.64,16.52,40.99,27.04,1.86,99
20.15,29.86,34.76,24.77,0.7,67.57,8.56,18.03,35.47,1.68,105
52.65,99.61,16.94,8.56,2.46,51.96,39.66,17.82,86.28,0.21,191
101.14,171.85,7.96,11.65,1.96,132.58,25.72,19.72,73.59,1.13,370
106.21,165.86,26.09,9.41,1.06,58.84,9.01,20.08,78.78,0.4,358
